score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,yhh_planarity,ref,P_ni_disulfides_side,P_ni_mtcontacts,P_ni_rmsd,P_ni_rmsd_threshold,P_ni_trials,ala_count,aroma_count,cys_count,design_score,exposed_hydrophobic,final_rmsd,his_count,met_count,packstat,P_ni_rmsd_type,time,newname
-25.61,-245.417,48.383,122.838,0.869,-22.013,0.261,-5.365,-9.754,-4.003,-0.791,-1.063,10.22,13.12,75.823,-14.735,0.004,6.013,0.0,14.0,0.576,2.0,4.0,1.0,11.0,2.0,-25.61,487.662,2.366,0.0,0.0,0.601,no_motif,594.0,S4_1.1.419
-25.59,-206.687,31.304,119.315,0.671,-21.821,0.349,-3.969,-11.072,-3.446,-2.111,-0.414,4.728,16.268,73.653,-15.504,0.0,-6.855,0.0,13.0,0.592,2.0,5.0,0.0,2.0,3.0,-25.59,285.438,2.468,0.0,0.0,0.521,no_motif,487.0,S4_1.1.420
-25.584,-219.735,40.0,124.224,1.001,-26.51,0.137,-6.894,-9.244,-2.637,-3.4,-0.086,3.045,10.623,80.9,-14.227,0.005,-2.787,0.0,16.0,0.522,2.0,4.0,0.0,6.0,2.0,-25.584,514.595,2.669,0.0,0.0,0.511,no_motif,504.0,S4_1.1.421
-25.567,-222.131,37.316,112.394,0.803,-14.752,0.185,-4.743,-8.701,-1.899,0.0,-0.76,0.417,14.742,73.437,-16.309,0.009,4.424,0.0,16.0,0.482,2.0,4.0,0.0,8.0,3.0,-25.567,344.996,1.544,0.0,0.0,0.565,no_motif,531.0,S4_1.1.422
-25.541,-229.472,44.965,127.732,0.85,-33.67,0.026,-5.665,-9.939,-3.196,-3.35,-0.908,8.717,10.172,90.068,-13.976,0.013,-7.908,0.0,12.0,0.468,2.0,1.0,0.0,7.0,2.0,-25.541,360.439,1.825,0.0,0.0,0.537,no_motif,162.0,S4_1.1.423
-25.52,-221.249,48.821,111.215,0.764,-23.257,0.343,-3.25,-7.386,-3.368,-1.97,-1.159,7.617,8.703,75.41,-15.035,0.095,-1.812,0.0,14.0,0.588,2.0,4.0,1.0,6.0,3.0,-25.52,351.203,1.957,0.0,0.0,0.56,no_motif,464.0,S4_1.1.424
-25.52,-255.987,49.973,127.241,0.868,-18.542,0.048,-3.841,-12.802,-1.44,-1.675,-0.887,9.855,10.764,87.933,-16.25,0.011,-0.79,0.0,15.0,0.63,2.0,3.0,2.0,11.0,2.0,-25.52,495.772,2.2,0.0,0.0,0.61,no_motif,374.0,S4_1.1.425
-25.451,-204.159,41.378,103.87,0.595,-15.889,0.08,-3.147,-10.265,-2.861,-2.664,-0.341,5.522,14.778,61.378,-18.36,0.031,4.603,0.0,15.0,0.594,2.0,4.0,1.0,4.0,3.0,-25.451,389.626,2.108,1.0,0.0,0.579,no_motif,559.0,S4_1.1.426
-25.422,-208.406,33.144,114.748,0.807,-19.769,0.232,-3.092,-6.082,-2.927,-1.623,-1.099,2.796,8.223,77.91,-17.362,0.022,-2.943,0.0,15.0,0.518,2.0,3.0,0.0,6.0,2.0,-25.422,376.526,3.002,0.0,0.0,0.468,no_motif,419.0,S4_1.1.427
-25.347,-221.4,42.778,114.981,0.745,-23.011,0.161,-5.979,-9.344,-3.18,-0.748,-0.953,4.338,12.543,76.174,-14.149,0.012,1.686,0.0,13.0,0.561,2.0,8.0,0.0,5.0,3.0,-25.347,380.58,2.342,1.0,0.0,0.516,no_motif,878.0,S4_1.1.428
-25.329,-200.716,32.556,115.69,0.612,-20.98,0.054,-5.354,-5.818,-1.972,-5.207,-1.039,10.402,11.119,82.078,-23.608,0.006,-13.153,0.0,16.0,0.47,2.0,3.0,1.0,6.0,2.0,-25.329,270.785,1.816,0.0,0.0,0.53,no_motif,344.0,S4_1.1.429
-25.319,-232.977,48.97,120.627,0.808,-24.174,0.177,-4.791,-8.951,-4.855,-3.145,-0.947,5.05,15.224,85.964,-16.755,0.302,-5.847,0.0,16.0,0.524,2.0,2.0,0.0,8.0,3.0,-25.319,348.285,2.304,0.0,0.0,0.537,no_motif,342.0,S4_1.1.430
-25.309,-236.627,46.58,125.148,0.81,-24.754,0.657,-5.72,-9.654,-1.656,-2.134,-1.12,6.267,13.798,73.171,-12.216,0.0,2.141,0.0,14.0,1.076,2.0,3.0,1.0,6.0,3.0,-25.309,328.13,1.955,0.0,0.0,0.602,no_motif,398.0,S4_1.1.431
-25.279,-203.718,36.793,110.749,0.709,-17.054,0.24,-4.58,-5.898,-6.698,-0.367,-0.657,3.621,8.467,75.08,-18.841,0.01,-3.136,0.0,15.0,0.564,2.0,2.0,1.0,6.0,3.0,-25.279,573.016,3.857,0.0,0.0,0.527,no_motif,267.0,S4_1.1.432
-25.236,-208.438,35.987,104.058,0.762,-16.57,0.01,-3.066,-9.998,-2.107,-0.815,-0.376,5.362,15.651,68.144,-18.361,0.098,4.424,0.0,13.0,0.619,2.0,3.0,0.0,7.0,3.0,-25.236,395.419,2.307,0.0,0.0,0.478,no_motif,314.0,S4_1.1.433
-25.221,-214.559,42.279,113.545,0.659,-21.112,0.036,-5.319,-10.954,-6.045,-0.873,-0.845,7.434,14.579,73.045,-20.446,0.657,2.699,0.0,15.0,0.541,2.0,2.0,2.0,8.0,2.0,-25.221,479.001,2.522,0.0,0.0,0.675,no_motif,271.0,S4_1.1.434
-25.22,-248.255,46.075,124.0,0.711,-23.785,0.769,-3.278,-7.2,-2.883,-2.612,0.483,8.868,14.364,96.203,-18.365,0.098,-10.412,0.0,12.0,0.651,2.0,1.0,1.0,9.0,3.0,-25.22,258.146,1.731,0.0,0.0,0.593,no_motif,187.0,S4_1.1.435
-25.198,-233.526,39.578,127.559,0.799,-22.4,0.45,-6.308,-5.294,-2.672,-6.492,-1.103,7.48,16.829,91.677,-19.085,0.011,-12.701,0.0,14.0,0.944,2.0,4.0,0.0,9.0,3.0,-25.198,267.589,2.617,0.0,0.0,0.583,no_motif,431.0,S4_1.1.436
-25.17,-218.68,36.865,121.543,0.838,-23.997,0.002,-3.039,-11.735,-2.923,-1.354,-0.982,3.766,15.699,81.173,-19.09,0.0,-3.255,0.0,14.0,0.615,2.0,2.0,0.0,8.0,2.0,-25.17,393.204,2.345,0.0,0.0,0.566,no_motif,339.0,S4_1.1.437
-25.085,-200.988,38.233,102.763,0.716,-18.335,0.231,-3.277,-8.496,-3.331,-2.258,0.196,2.469,13.132,72.635,-18.484,0.0,-0.29,0.0,13.0,0.561,2.0,3.0,1.0,5.0,3.0,-25.085,392.093,2.86,0.0,0.0,0.517,no_motif,382.0,S4_1.1.438
-25.085,-226.341,45.993,117.754,0.786,-22.245,0.313,-3.514,-8.944,-3.75,-1.148,-0.913,5.619,11.228,68.002,-15.552,0.008,7.618,0.0,13.0,0.589,2.0,3.0,1.0,5.0,2.0,-25.085,366.189,2.603,0.0,0.0,0.518,no_motif,349.0,S4_1.1.439
-25.067,-234.274,53.383,121.543,0.66,-19.518,1.021,-7.336,-7.933,-3.113,-1.723,-0.113,8.249,12.028,72.419,-16.664,0.024,-3.72,0.0,14.0,0.563,2.0,2.0,0.0,7.0,3.0,-25.067,252.914,2.196,1.0,0.0,0.568,no_motif,256.0,S4_1.1.440
-25.065,-203.134,42.014,114.419,0.583,-19.557,0.323,-6.707,-11.364,-0.818,-2.29,-0.566,8.01,12.267,70.838,-18.946,0.0,-10.139,0.0,15.0,0.6,2.0,9.0,0.0,1.0,2.0,-25.065,283.749,2.26,0.0,0.0,0.527,no_motif,977.0,S4_1.1.441
-25.049,-207.63,40.795,116.597,0.68,-20.988,0.076,-3.979,-9.537,-3.948,-1.91,-1.085,10.421,9.947,64.486,-20.645,0.008,1.663,0.0,15.0,0.985,2.0,1.0,0.0,4.0,2.0,-25.049,411.886,3.165,0.0,0.0,0.509,no_motif,164.0,S4_1.1.442
-25.044,-217.221,40.247,121.655,0.661,-20.791,0.481,-5.697,-5.671,-2.565,-3.832,-1.078,7.784,10.865,76.771,-17.286,0.04,-9.407,0.0,14.0,0.683,2.0,6.0,1.0,6.0,3.0,-25.044,251.853,2.614,0.0,0.0,0.558,no_motif,655.0,S4_1.1.443
-24.996,-225.325,41.039,124.848,0.747,-22.222,0.059,-6.245,-10.686,-2.24,-2.536,-1.037,7.811,13.292,84.866,-16.668,0.159,-10.858,0.0,14.0,0.762,2.0,1.0,0.0,6.0,3.0,-24.996,479.733,2.674,0.0,0.0,0.585,no_motif,162.0,S4_1.1.444
-24.979,-232.392,47.357,125.439,0.81,-23.395,0.165,-5.386,-9.743,-4.12,-1.966,-0.871,7.821,13.024,78.581,-16.347,0.06,-4.014,0.0,13.0,1.0,2.0,2.0,0.0,8.0,3.0,-24.979,353.764,2.015,0.0,0.0,0.575,no_motif,258.0,S4_1.1.445
-24.957,-206.167,37.074,114.032,0.742,-23.582,0.091,-3.88,-7.315,-3.478,-1.43,-0.75,5.699,11.959,73.928,-18.368,0.007,-3.52,0.0,14.0,0.613,2.0,5.0,1.0,5.0,3.0,-24.957,475.371,2.44,1.0,0.0,0.539,no_motif,586.0,S4_1.1.446
-24.928,-228.014,40.589,118.323,0.777,-19.478,0.184,-2.925,-6.883,-3.308,-2.864,-0.851,4.107,9.882,81.734,-18.285,0.003,2.082,0.0,15.0,0.488,2.0,3.0,0.0,8.0,2.0,-24.928,387.211,2.464,0.0,0.0,0.548,no_motif,445.0,S4_1.1.447
-24.919,-243.997,47.189,137.908,0.734,-26.306,0.392,-4.409,-3.354,-5.947,-4.267,-1.21,9.614,13.879,81.747,-16.412,0.054,-10.532,0.0,15.0,0.763,2.0,6.0,1.0,7.0,2.0,-24.919,424.89,2.547,1.0,0.0,0.521,no_motif,821.0,S4_1.1.448
-24.896,-210.677,39.041,113.418,0.639,-24.816,0.63,-3.449,-6.272,-3.262,-3.319,0.014,4.548,13.565,75.678,-14.943,0.0,-5.692,0.0,16.0,0.516,2.0,1.0,0.0,5.0,2.0,-24.896,398.717,1.974,1.0,0.0,0.492,no_motif,151.0,S4_1.1.449
-24.874,-222.341,52.824,126.664,0.707,-30.224,0.385,-7.183,-9.074,-2.866,-3.15,-0.664,10.142,12.74,77.578,-20.231,0.01,-10.191,0.0,13.0,0.798,2.0,1.0,1.0,4.0,3.0,-24.874,332.914,2.442,0.0,0.0,0.565,no_motif,178.0,S4_1.1.450
-24.852,-208.81,39.704,106.882,0.744,-17.204,0.058,-5.554,-9.784,-2.979,-0.64,-0.675,7.937,12.378,66.768,-19.257,0.02,5.56,0.0,15.0,0.52,2.0,5.0,0.0,8.0,2.0,-24.852,330.517,1.91,0.0,0.0,0.555,no_motif,518.0,S4_1.1.451
-24.844,-234.577,43.735,121.739,0.811,-22.931,0.178,-5.353,-10.422,-2.913,-2.944,-0.729,4.949,17.842,85.92,-16.645,0.023,-3.528,0.0,16.0,0.636,2.0,8.0,0.0,10.0,2.0,-24.844,391.38,2.118,0.0,0.0,0.536,no_motif,836.0,S4_1.1.452
-24.794,-237.552,45.309,127.078,0.637,-20.192,0.627,-3.258,-8.305,-1.16,-3.673,-0.325,7.509,16.382,75.786,-18.168,0.0,-5.489,0.0,12.0,0.636,2.0,3.0,1.0,6.0,2.0,-24.794,355.479,2.336,0.0,0.0,0.562,no_motif,449.0,S4_1.1.453
-24.765,-212.323,34.151,116.248,0.695,-21.099,0.091,-3.894,-7.929,-1.713,-2.567,-0.878,4.179,11.8,71.0,-13.822,0.021,1.275,0.0,16.0,0.477,2.0,6.0,1.0,4.0,3.0,-24.765,415.792,2.683,1.0,0.0,0.492,no_motif,705.0,S4_1.1.454
-24.747,-230.422,40.582,112.023,0.806,-17.43,0.613,-4.624,-8.997,-2.374,-0.583,-0.65,5.935,11.971,83.549,-16.678,0.002,1.53,0.0,14.0,0.599,2.0,7.0,1.0,10.0,3.0,-24.747,323.487,2.18,0.0,0.0,0.56,no_motif,867.0,S4_1.1.455
-24.733,-220.623,37.446,125.564,0.775,-26.614,0.138,-3.477,-12.186,-2.097,-2.361,-1.003,0.383,14.126,78.021,-13.942,0.003,1.113,0.0,15.0,0.481,2.0,4.0,0.0,5.0,3.0,-24.733,532.637,2.549,1.0,0.0,0.57,no_motif,584.0,S4_1.1.456
-24.72,-214.731,43.852,119.053,0.665,-20.953,0.266,-5.775,-7.68,-4.244,-0.742,-0.764,6.978,13.069,72.887,-20.473,0.011,-6.139,0.0,13.0,0.501,2.0,4.0,1.0,5.0,2.0,-24.72,338.4,2.114,0.0,0.0,0.56,no_motif,497.0,S4_1.1.457
-24.698,-213.27,42.721,116.443,0.713,-23.299,0.346,-3.297,-6.427,-2.47,-2.985,-0.293,10.332,10.266,69.328,-20.257,0.003,-2.552,0.0,15.0,0.756,2.0,1.0,1.0,8.0,2.0,-24.698,244.888,3.166,0.0,0.0,0.501,no_motif,142.0,S4_1.1.458
-24.646,-223.332,38.069,122.032,0.97,-35.519,0.0,-2.567,-7.168,-2.969,-3.463,0.792,8.746,19.64,80.797,-17.141,0.012,-3.543,0.0,15.0,0.724,2.0,1.0,1.0,9.0,2.0,-24.646,497.638,3.091,1.0,0.0,0.64,no_motif,186.0,S4_1.1.459
-24.633,-234.33,46.738,118.215,0.902,-24.273,0.035,-2.979,-11.391,-3.52,-2.099,-0.798,9.18,12.234,80.28,-14.97,0.022,2.12,0.0,13.0,0.732,2.0,9.0,0.0,10.0,3.0,-24.633,426.629,1.675,0.0,0.0,0.584,no_motif,944.0,S4_1.1.460
-24.631,-222.028,41.627,120.017,0.688,-25.623,0.164,-3.162,-8.422,-1.737,-5.797,-0.948,7.006,11.907,81.659,-16.352,0.001,-3.629,0.0,14.0,0.509,2.0,6.0,2.0,5.0,2.0,-24.631,266.753,2.822,1.0,0.0,0.596,no_motif,578.0,S4_1.1.461
-24.606,-210.408,36.709,113.789,0.63,-14.424,0.763,-6.769,-6.846,-3.038,-3.91,-1.137,12.079,20.092,68.323,-23.765,0.0,-6.694,0.0,15.0,0.893,2.0,7.0,0.0,4.0,2.0,-24.606,260.362,2.386,0.0,0.0,0.551,no_motif,727.0,S4_1.1.462
-24.567,-196.745,42.712,101.296,0.614,-22.581,0.352,-4.177,-6.901,-0.284,-3.342,-0.998,9.767,12.443,69.789,-22.619,0.008,-3.902,0.0,14.0,0.686,2.0,2.0,0.0,5.0,2.0,-24.567,240.606,2.682,0.0,0.0,0.546,no_motif,293.0,S4_1.1.463
-24.54,-209.424,41.488,112.613,0.682,-17.509,0.025,-4.53,-8.835,-1.194,-1.591,-0.988,4.528,9.395,64.282,-14.807,0.017,1.306,0.0,15.0,0.516,2.0,8.0,0.0,7.0,3.0,-24.54,384.932,1.876,0.0,0.0,0.616,no_motif,826.0,S4_1.1.464
-24.524,-219.693,38.099,124.521,1.083,-30.644,0.452,-5.538,-7.081,-2.177,-3.189,-0.171,9.929,10.452,82.792,-18.777,0.055,-4.637,0.0,15.0,1.092,2.0,2.0,0.0,4.0,3.0,-24.524,199.678,2.058,0.0,0.0,0.539,no_motif,278.0,S4_1.1.465
-24.522,-219.539,39.894,118.735,0.615,-20.549,0.194,-4.448,-8.924,-2.646,-4.014,-1.201,7.576,14.062,78.428,-22.275,0.0,-0.429,0.0,15.0,0.684,2.0,7.0,1.0,3.0,2.0,-24.522,319.973,1.982,1.0,0.0,0.532,no_motif,1048.0,S4_1.1.466
-24.52,-213.601,36.747,107.226,0.832,-20.639,0.179,-5.536,-9.507,-1.375,-2.088,-0.477,5.173,17.762,74.115,-17.588,0.023,4.233,0.0,13.0,0.614,2.0,1.0,1.0,7.0,3.0,-24.52,411.528,2.066,1.0,0.0,0.502,no_motif,182.0,S4_1.1.467
-24.507,-219.192,43.925,110.396,0.806,-18.571,0.134,-4.877,-7.897,-1.507,-0.567,-1.093,6.222,12.437,71.584,-19.192,0.002,2.883,0.0,13.0,0.505,2.0,1.0,1.0,8.0,2.0,-24.507,354.0,1.484,0.0,0.0,0.541,no_motif,153.0,S4_1.1.468
-24.436,-205.439,42.801,110.573,0.67,-19.633,0.361,-3.452,-10.281,-2.376,-0.869,-0.876,7.623,10.516,63.27,-19.02,0.003,1.695,0.0,14.0,0.557,2.0,7.0,0.0,6.0,3.0,-24.436,375.154,2.949,0.0,0.0,0.475,no_motif,988.0,S4_1.1.469
-24.431,-226.315,43.269,122.3,0.675,-19.555,0.08,-5.609,-10.433,-2.329,-1.163,0.276,6.946,14.707,68.677,-14.894,0.028,-1.09,0.0,14.0,0.986,2.0,3.0,3.0,7.0,2.0,-24.431,463.818,2.751,0.0,0.0,0.592,no_motif,370.0,S4_1.1.470
-24.422,-209.892,44.998,105.499,0.77,-19.668,0.245,-6.806,-11.816,-2.769,-0.863,-0.822,6.993,17.205,64.249,-18.957,0.002,7.208,0.0,14.0,0.52,2.0,5.0,1.0,7.0,2.0,-24.422,630.361,2.6,1.0,0.0,0.565,no_motif,779.0,S4_1.1.471
-24.391,-216.781,40.692,126.528,0.634,-25.579,0.184,-3.218,-11.062,-4.394,-5.48,0.095,9.554,17.725,79.957,-21.007,0.036,-12.274,0.0,15.0,0.562,2.0,6.0,0.0,5.0,2.0,-24.391,267.379,3.441,0.0,0.0,0.591,no_motif,659.0,S4_1.1.472
-24.386,-215.087,40.182,119.092,0.614,-24.398,0.128,-3.869,-6.837,-5.717,-3.5,0.34,8.508,11.116,79.848,-18.362,0.0,-6.444,0.0,15.0,0.597,2.0,4.0,2.0,5.0,2.0,-24.386,306.033,3.295,0.0,0.0,0.565,no_motif,478.0,S4_1.1.473
-24.383,-222.261,33.769,117.26,0.766,-21.895,0.0,-2.805,-10.64,-2.212,-2.938,0.887,5.704,16.943,67.794,-13.637,0.031,8.851,0.0,16.0,0.681,2.0,1.0,1.0,7.0,2.0,-24.383,500.111,2.764,0.0,0.0,0.567,no_motif,179.0,S4_1.1.474
-24.379,-239.353,50.841,119.206,0.909,-27.724,0.305,-4.047,-9.911,-3.039,-2.686,-0.282,8.117,17.984,82.635,-15.848,0.173,-1.658,0.0,13.0,0.63,2.0,3.0,1.0,8.0,3.0,-24.379,389.802,1.654,0.0,0.0,0.537,no_motif,366.0,S4_1.1.475
-24.373,-222.96,38.333,127.458,1.238,-25.468,0.015,-6.386,-7.556,-3.369,-3.396,-0.805,5.08,9.436,74.389,-13.229,0.013,2.832,0.0,15.0,0.672,2.0,1.0,0.0,7.0,3.0,-24.373,527.108,1.886,0.0,0.0,0.601,no_motif,157.0,S4_1.1.476
-24.363,-237.919,51.856,124.864,0.73,-17.312,0.063,-6.396,-7.99,-3.626,-1.11,-1.046,3.488,15.427,76.495,-19.436,0.389,-2.842,0.0,16.0,0.569,2.0,2.0,0.0,8.0,3.0,-24.363,249.706,3.087,0.0,0.0,0.619,no_motif,336.0,S4_1.1.477
-24.309,-213.288,41.952,121.456,0.759,-25.325,0.186,-3.022,-8.719,-4.19,-3.504,-0.595,6.997,13.095,77.578,-20.132,0.145,-7.702,0.0,15.0,0.529,2.0,3.0,1.0,5.0,2.0,-24.309,462.298,3.851,1.0,0.0,0.549,no_motif,446.0,S4_1.1.478
-24.306,-199.745,38.802,127.339,0.601,-30.077,0.147,-4.718,-4.584,-5.222,-4.05,-1.061,7.202,10.168,75.434,-18.029,0.016,-16.53,0.0,14.0,0.72,2.0,4.0,0.0,4.0,2.0,-24.306,213.726,3.303,0.0,0.0,0.437,no_motif,419.0,S4_1.1.479
-24.303,-229.032,43.746,135.771,0.6,-24.671,0.047,-2.468,-8.095,-6.419,-2.537,-0.87,7.823,19.835,70.202,-21.506,0.0,-6.728,0.0,15.0,1.073,2.0,8.0,0.0,4.0,2.0,-24.303,376.857,4.379,2.0,0.0,0.609,no_motif,1100.0,S4_1.1.480
-24.294,-218.237,43.619,120.891,1.007,-19.843,0.516,-6.041,-6.715,-3.889,-2.963,-0.859,10.663,12.045,73.234,-24.777,0.183,-3.13,0.0,16.0,0.826,2.0,2.0,1.0,6.0,3.0,-24.294,276.699,2.395,0.0,0.0,0.572,no_motif,299.0,S4_1.1.481
-24.268,-229.901,40.436,113.565,0.873,-19.211,0.423,-5.007,-6.833,-3.897,-2.774,-0.568,9.757,14.203,83.053,-18.249,0.004,-0.144,0.0,13.0,0.683,2.0,5.0,1.0,11.0,3.0,-24.268,540.298,2.697,0.0,0.0,0.616,no_motif,722.0,S4_1.1.482
-24.258,-229.395,47.271,114.666,0.815,-23.762,0.144,-3.412,-12.251,-3.892,-1.328,-0.339,4.221,14.401,78.608,-13.142,0.016,3.123,0.0,15.0,0.621,2.0,1.0,1.0,7.0,2.0,-24.258,400.115,2.231,0.0,0.0,0.562,no_motif,149.0,S4_1.1.483
-24.12,-222.0,41.216,117.378,0.749,-18.026,0.008,-6.555,-6.064,-3.453,-1.358,-0.792,7.011,15.433,75.524,-20.467,0.388,-3.112,0.0,14.0,1.012,2.0,2.0,1.0,7.0,2.0,-24.12,398.434,2.268,0.0,0.0,0.491,no_motif,258.0,S4_1.1.484
-24.059,-224.687,48.221,119.589,0.734,-25.305,0.178,-3.297,-6.778,-4.765,-2.977,-0.973,7.137,10.359,75.916,-16.371,0.023,-1.062,0.0,16.0,0.569,2.0,4.0,2.0,9.0,2.0,-24.059,432.76,2.015,0.0,0.0,0.511,no_motif,406.0,S4_1.1.485
-24.034,-236.647,35.543,134.192,0.728,-23.436,0.105,-4.818,-6.592,-3.738,-2.057,0.357,8.923,18.075,70.36,-17.657,0.006,2.622,0.0,15.0,1.166,2.0,3.0,1.0,9.0,2.0,-24.034,412.76,2.326,0.0,0.0,0.5,no_motif,464.0,S4_1.1.486
-24.007,-228.526,45.581,112.064,0.665,-17.621,0.674,-3.16,-8.203,-1.757,-1.068,-1.037,8.081,13.941,77.099,-18.629,0.002,-2.113,0.0,15.0,0.493,2.0,8.0,0.0,7.0,2.0,-24.007,325.928,2.08,0.0,1.0,0.635,no_motif,852.0,S4_1.1.487
-23.97,-242.158,39.65,138.294,0.775,-25.27,0.032,-4.6,-8.636,-2.785,-4.629,-0.822,6.919,12.957,92.216,-15.14,0.003,-10.776,0.0,12.0,0.556,2.0,7.0,0.0,8.0,2.0,-23.97,415.706,2.914,0.0,0.0,0.598,no_motif,733.0,S4_1.1.488
-23.965,-216.441,29.815,132.579,0.661,-22.402,0.0,-5.455,-6.722,-3.401,-2.149,-0.289,9.027,10.61,81.235,-18.671,0.462,-12.826,0.0,14.0,1.102,2.0,2.0,0.0,10.0,3.0,-23.965,321.992,4.71,1.0,0.0,0.527,no_motif,239.0,S4_1.1.489
-23.947,-243.675,42.821,122.015,0.992,-22.701,0.031,-4.265,-8.784,-1.446,-3.076,-0.741,5.882,16.555,84.976,-16.799,0.017,4.251,0.0,13.0,0.602,2.0,6.0,1.0,9.0,3.0,-23.947,539.499,1.731,0.0,0.0,0.534,no_motif,663.0,S4_1.1.490
-23.896,-227.521,41.451,123.451,0.768,-22.72,0.0,-3.844,-7.383,-3.228,-1.994,-0.198,10.652,11.555,77.608,-19.899,0.0,-2.594,0.0,15.0,1.175,2.0,1.0,0.0,7.0,3.0,-23.896,264.93,3.322,0.0,0.0,0.457,no_motif,174.0,S4_1.1.491
-23.892,-213.339,37.639,117.5,0.748,-23.794,0.081,-5.224,-8.089,-2.71,-0.323,-0.939,8.344,12.888,74.381,-17.08,0.119,-4.094,0.0,15.0,0.601,2.0,6.0,1.0,3.0,3.0,-23.892,330.161,1.734,0.0,0.0,0.576,no_motif,614.0,S4_1.1.492
-23.833,-225.148,44.921,123.308,0.904,-26.482,0.032,-6.3,-12.604,-2.632,-3.811,-0.764,6.016,11.147,89.201,-17.594,0.0,-4.029,0.0,13.0,0.614,2.0,7.0,2.0,6.0,3.0,-23.833,288.802,2.292,0.0,0.0,0.519,no_motif,1005.0,S4_1.1.493
-23.827,-239.99,44.457,123.326,0.756,-23.201,1.156,-1.662,-10.235,-2.242,-2.638,-0.832,2.552,12.228,82.578,-14.397,0.368,3.949,0.0,13.0,0.997,2.0,5.0,1.0,9.0,2.0,-23.827,535.168,2.76,0.0,0.0,0.579,no_motif,491.0,S4_1.1.494
-23.818,-202.864,33.914,111.918,0.739,-18.032,0.014,-3.958,-9.294,-1.252,-1.739,-0.974,6.536,9.545,83.408,-21.531,0.004,-10.25,0.0,14.0,0.448,2.0,3.0,1.0,7.0,3.0,-23.818,305.567,2.562,0.0,0.0,0.51,no_motif,454.0,S4_1.1.495
-23.77,-233.005,47.447,129.663,0.78,-24.549,0.255,-5.645,-9.479,-4.996,-3.736,-0.985,13.222,11.755,77.469,-19.186,0.059,-2.839,0.0,17.0,0.568,2.0,3.0,1.0,6.0,2.0,-23.77,379.186,2.031,0.0,0.0,0.583,no_motif,399.0,S4_1.1.496
-23.744,-229.414,43.509,121.868,0.775,-25.041,0.012,-4.684,-7.687,-2.433,-3.98,-0.973,8.141,13.513,80.104,-15.141,0.025,-2.338,0.0,16.0,0.78,2.0,3.0,1.0,11.0,3.0,-23.744,334.506,2.47,0.0,0.0,0.474,no_motif,374.0,S4_1.1.497
-23.725,-216.512,37.767,132.282,0.69,-24.512,0.0,-6.465,-7.055,-3.991,-2.67,-1.092,7.587,12.487,75.697,-18.237,0.003,-9.705,0.0,13.0,0.627,2.0,7.0,1.0,2.0,2.0,-23.725,171.413,2.223,0.0,0.0,0.568,no_motif,1013.0,S4_1.1.498
-23.717,-221.201,48.788,112.259,0.765,-23.07,0.684,-4.188,-5.885,-4.195,-1.782,-0.811,9.694,15.055,77.214,-19.273,0.007,-7.777,0.0,13.0,0.488,2.0,6.0,1.0,7.0,2.0,-23.717,383.643,2.417,0.0,0.0,0.569,no_motif,722.0,S4_1.1.499
-23.69,-228.062,49.664,114.686,0.654,-20.354,0.323,-3.997,-6.338,-3.318,-2.288,-0.398,12.211,16.377,75.783,-22.51,0.037,-6.162,0.0,14.0,0.515,2.0,5.0,1.0,9.0,2.0,-23.69,407.513,2.509,0.0,0.0,0.601,no_motif,571.0,S4_1.1.500
-23.674,-231.819,49.774,131.609,0.711,-21.679,0.091,-2.101,-7.431,-5.59,-5.465,-0.048,4.857,12.515,79.076,-17.769,0.209,-10.614,0.0,16.0,0.577,2.0,2.0,1.0,9.0,3.0,-23.674,421.425,2.913,0.0,0.0,0.549,no_motif,269.0,S4_1.1.501
-23.671,-231.232,54.034,121.316,0.725,-22.075,0.33,-5.831,-6.384,-0.482,-3.729,-0.804,9.18,10.315,81.621,-18.458,0.0,-12.198,0.0,15.0,0.637,2.0,7.0,0.0,7.0,3.0,-23.671,340.596,2.6,0.0,0.0,0.595,no_motif,665.0,S4_1.1.502
-23.626,-206.551,42.176,113.021,0.745,-19.368,0.187,-6.242,-7.564,-3.754,-1.361,-0.624,9.439,10.346,68.633,-19.942,0.0,-2.767,0.0,15.0,0.589,2.0,5.0,0.0,7.0,3.0,-23.626,384.65,2.314,0.0,0.0,0.485,no_motif,519.0,S4_1.1.503
-23.605,-204.594,33.056,105.374,0.814,-23.367,0.0,-4.695,-9.478,-3.851,-2.4,-0.892,4.979,16.319,77.273,-19.558,0.061,7.354,0.0,14.0,0.654,2.0,7.0,0.0,7.0,2.0,-23.605,450.728,2.254,0.0,0.0,0.57,no_motif,1014.0,S4_1.1.504
-23.576,-223.376,34.706,111.707,0.791,-16.537,0.0,-5.085,-6.575,-1.179,-1.313,-0.973,2.173,17.526,73.222,-14.446,0.0,5.783,0.0,16.0,0.496,2.0,3.0,0.0,9.0,3.0,-23.576,386.773,2.156,0.0,0.0,0.641,no_motif,334.0,S4_1.1.505
